7902.946451914941,0.0
7433.461325048804,0.0
7905.249912314617,0.0
7531.77859579175,0.0
9539.286374656827,0.0
9495.218726562392,0.0
9696.970082883334,0.0
9348.840158301868,0.0
5241.339194857149,0.0
5328.0989584578565,0.0
6484.618869348766,0.0
6353.0215466344935,0.0
7539.747707016467,0.0
7387.861495632014,0.0
7806.140875655226,0.0
7581.993435276847,0.0
7629.66305418939,0.0
7692.883372537358,0.0
7598.462099228856,0.0
7834.239623124455,0.0
7674.383829294652,0.0
7572.394863421424,0.0
7763.031044326961,0.0
7544.49607356012,0.0
7351.106931752797,0.0
9971.254502595924,0.0
9868.032464331225,0.0
9575.55791423627,0.0
9498.389944990698,0.0
9468.160587347102,0.0
9270.579372771781,0.0
9842.876117217973,0.0
9719.603123970635,0.0
9434.345170111656,0.0
9231.26082284123,0.0
9945.289076559804,0.0
9534.113639832069,0.0
5187.277483172909,0.0
5384.933876797899,0.0
5006.040375688046,0.0
5761.39972658356,0.0
5280.0126888078885,0.0
5179.074328106937,0.0
6295.096104183722,0.0
6485.866763949629,0.0
7165.703195044463,0.0
7015.264219058939,0.0
6452.104987603857,0.0
6317.828050158176,0.0
