6.097173381813254207e+06,1.355270680739852367e+06,2.130762566787650343e+06,2.174361906510777771e+03,9.396856712439508438e+09,1.111511087630518313e+00,1.022063035025217488e+02,5.795606464376609201e-01,7.264859066405326971e+00
5.841438364563919604e+06,1.122885162291455548e+06,1.893296497331091901e+06,1.995798162268474698e+03,7.997484686180824280e+09,-6.697493044041460397e-01,1.012980854116990770e+02,-2.188172306408117385e-01,-4.696118578328295712e+00
6.163332978564620018e+06,1.270435465348147787e+06,2.070550473072855035e+06,2.116156791364774108e+03,9.095797114325637817e+09,1.039776715219358882e+00,1.036054070742783608e+02,7.231102727008552611e-01,7.631264615217100200e+00
6.089646460180241615e+06,1.249707127789524850e+06,2.039956765221415320e+06,2.108754130498506129e+03,8.893916554959295273e+09,4.080867496797332405e-01,1.025056268737629068e+02,2.294699488370195162e-01,2.740084934610713674e+00
6.062478476360037923e+06,7.245017700758660212e+05,1.511073695356086828e+06,4.923358572479337454e+02,8.191073886841053963e+09,5.169584252027297211e-01,1.272966495863770149e+02,3.412781670119844901e-01,5.297222745244202891e+00
6.094592497013505548e+06,7.367664642788884230e+05,1.526702436588586541e+06,4.945761215128004551e+02,8.378760235400750160e+09,3.601796189988559771e-01,1.270732918382474992e+02,2.783450942401213268e-01,3.776024598048278058e+00
6.091989155141208321e+06,7.450094326443393948e+05,1.533694973584725056e+06,4.870294476114213467e+02,8.477406112414514542e+09,5.815976068159152135e-01,1.273635630740923972e+02,3.910486906253317629e-01,5.934279722931584899e+00
5.911841217152040452e+06,7.265963778425555211e+05,1.493513161486064550e+06,4.736627098554745317e+02,8.134785640035846710e+09,2.719473773144909234e-01,1.259861006024592598e+02,1.629722819036572012e-01,2.632761815946270900e+00
5.459900641588637605e+06,4.947136308767329901e+05,-7.689601392927579582e+01,1.968347564126364887e+03,4.083978993990001678e+09,1.712043452586134151e+01,9.907978437846537645e+01,-4.533240520069965385e+01,1.306910274457117882e-01
5.419797243546171114e+06,4.891747881542864488e+05,-2.080654851523321122e+04,1.957629342439584434e+03,4.017136092280973434e+09,1.703280582352461892e+01,9.867525925369680806e+01,-4.513109132316718330e+01,-1.780807249578225226e+00
5.500894657599931583e+06,3.150681249655347783e+05,1.186995309359394014e+03,4.427548381248489022e+02,3.981045281768243790e+09,1.512281600941868476e+01,1.256247642875648722e+02,-4.139711695269809155e+01,1.324828727977717946e-01
5.491758224251285195e+06,3.048882550439669867e+05,2.125446270071901381e+03,4.493579744007438421e+02,3.848008825890029907e+09,1.478142876127266092e+01,1.256265402802555826e+02,-4.055249525306773251e+01,2.787225289158365982e-01
6.070384331354372203e+06,1.200149438698887825e+06,1.986807552412095014e+06,2.040868060819804668e+03,8.726934419579130173e+09,4.028336693086901898e-01,1.029554353730716230e+02,3.487862626062513405e-01,3.124985221331623375e+00
5.980205505705300719e+06,1.179733267677980009e+06,1.958056276402740041e+06,1.962785092588514090e+03,8.545902755268606186e+09,7.784820143955976934e-02,1.026324515368692971e+02,1.296808043879409122e-01,6.476630649834945741e-01
6.120755532550871372e+06,1.334138750415942166e+06,2.119654534945128951e+06,2.059578338236548007e+03,9.445052935551927567e+09,5.068122234622189914e-01,1.025276910165372044e+02,4.502947700954627042e-01,3.770921955720149654e+00
6.045007599358329549e+06,1.193175465041268384e+06,1.979021744673807174e+06,2.033937847668305039e+03,8.643794733046941757e+09,6.512906739438147907e-01,1.032949887730218137e+02,3.073993734350859430e-01,4.437874562973305181e+00
6.001359016067273915e+06,1.310047954576581018e+06,2.086250742440443486e+06,2.105945492922328413e+03,9.004223703415468216e+09,-6.437969773024915243e-01,1.003177857123591110e+02,-7.678671540676584861e-02,-3.764156264599782364e+00
5.627450965633159503e+06,1.117487909356321441e+06,1.867743171961302403e+06,2.024837942454032600e+03,7.480273291176490784e+09,-1.689477643044994704e+00,9.878239242903278239e+01,-9.804290096842880331e-01,-1.244589925873006031e+01
5.848343971247414127e+06,1.233807125347999390e+06,1.995079806018696167e+06,2.079744075243361294e+03,8.409640411656424522e+09,8.692621221846701385e-01,1.013976859224136859e+02,6.852663563668860425e-01,6.472906891662356443e+00
6.141808280652968213e+06,1.337414045432906365e+06,2.124025234642354771e+06,2.174085426691919565e+03,9.393592582784183502e+09,8.305447013280979895e-01,1.023581305687621210e+02,6.111805188239994857e-01,5.923428801634236684e+00
6.131364326679013669e+06,1.321943658924213611e+06,2.105852008135524113e+06,2.064303095847368240e+03,9.426751652922077179e+09,2.590609441612654607e-01,1.022990735266355671e+02,2.522152503016348857e-01,1.907516638041810708e+00
6.023814161033781245e+06,1.238385809319728753e+06,2.017224262700655498e+06,2.039513635254465044e+03,8.855200586032066345e+09,-3.456704010759618084e-01,1.016881943429398802e+02,-1.035887896951914189e-01,-2.399377097114753887e+00
6.147163813836969435e+06,1.382638715403487673e+06,2.168110832717541605e+06,2.133622905137948692e+03,9.656615487686187744e+09,3.493604380773989715e-01,1.018480205779401189e+02,4.047213885033826286e-01,2.757599824480878148e+00
6.160968555606238544e+06,1.217234432910769945e+06,2.024684464472696651e+06,2.105177227017469704e+03,8.855535675993755341e+09,3.681080072285504712e-01,1.034360419061271870e+02,3.024808855869731139e-01,2.792322296187356390e+00
5.902565837123041973e+06,1.206934747375267092e+06,1.974113513375288807e+06,2.085173530378378928e+03,8.414400984335516930e+09,-1.965068763562527743e-01,1.008764474641346425e+02,-1.000560913880307740e-01,-1.533509700165358369e+00
5.940056048655221239e+06,6.900824678417436080e+05,1.454064297698690789e+06,4.714589916458353400e+02,7.779444986710657120e+09,1.408767067509957061e+00,1.285546845067423760e+02,7.091199208697938072e-01,1.412479898073888940e+01
5.933748397622589022e+06,6.469168121202302864e+05,1.399944441529903328e+06,4.694007745999842882e+02,7.379284836445991516e+09,1.421860768082161108e+00,1.291164626819817158e+02,7.278047080689583614e-01,1.493776421199971338e+01
5.977455001759264618e+06,6.774996309649329633e+05,1.443250519824002404e+06,5.060291024297475815e+02,7.651158542293794632e+09,1.021629112043896059e+00,1.275397420652138862e+02,5.308307747245805119e-01,1.046045152643537257e+01
6.154797081891153008e+06,7.323934389022740070e+05,1.528413990675340639e+06,5.130161966988816857e+02,8.313591389306707382e+09,4.525092744343859330e-01,1.272042941573293717e+02,3.206338201605030691e-01,4.728440138128120473e+00
6.277815347573501989e+06,7.178348153276761295e+05,1.525367724321019603e+06,4.968709576278924942e+02,8.463554258601527214e+09,-3.389822251263178710e-01,1.281393368132058868e+02,-9.162048764852301352e-02,-3.284092677516992076e+00
6.116731023669658229e+06,7.427462454259643564e+05,1.535218845733898459e+06,4.956105154259130359e+02,8.445599272224770546e+09,-5.959155799069962983e-02,1.265328701511143521e+02,2.667620259246301223e-02,-4.892851545714454464e-01
6.118533988234711811e+06,7.472704678606147645e+05,1.539091098337779054e+06,4.791210693512111902e+02,8.560213980525405884e+09,-9.362138016203684909e-01,1.258101854928170127e+02,-2.905041566475817794e-01,-8.621578876113662915e+00
6.290433379967456684e+06,6.864614547939216718e+05,1.487072172627576394e+06,4.956166274491697550e+02,8.159879173444453239e+09,7.296102419859229471e-01,1.301425469808995672e+02,4.143720413204970976e-01,7.758276696042596399e+00
5.966881587446078658e+06,6.629076548301203875e+05,1.424517570480130613e+06,4.878344398597255349e+02,7.561011370800170898e+09,7.514246306869315495e-01,1.276429948279831308e+02,4.552226465462596017e-01,7.990614086937791072e+00
5.958245862645877525e+06,6.292282196648459649e+05,1.382144239849864272e+06,4.858081106897443533e+02,7.280354540362254143e+09,5.910262847033042055e-01,1.279464222642844504e+02,3.649459982303545069e-01,6.509425238697617466e+00
6.028496360998196527e+06,6.575664421245608246e+05,1.421491162081077695e+06,4.889208143390715122e+02,7.471984748622746468e+09,1.509367173539082563e+00,1.292388834698638505e+02,7.558102589516735303e-01,1.579168863755147356e+01
6.067333080474266782e+06,6.993565479979378870e+05,1.479745552777154604e+06,4.918095085099339485e+02,8.048891332213228226e+09,6.395468094800295100e-01,1.280212426168569664e+02,3.180763797120482184e-01,6.386569734907300955e+00
5.409831509929718450e+06,4.740428662123453687e+05,1.006948257226916030e+04,1.955885507355444133e+03,3.894372925574846268e+09,1.668135049611234066e+01,9.924692222363408689e+01,-4.426044651049037526e+01,9.768691635040892551e-01
5.481242898438973352e+06,4.978114240094964625e+05,-3.222172173771820962e+04,1.970248936338350177e+03,4.059498004221979141e+09,1.710516552108951061e+01,9.850457215913675668e+01,-4.521948092210409698e+01,-2.641040914876973122e+00
