6.097173381813302636e+06,1.355270680739854462e+06,-2.130762566787651740e+06,2.177626376969739795e+03,9.396841022888656616e+09,-1.111511087630493666e+00,9.962310539402001552e+01,-5.795533570857586136e-01,7.264833738814472142e+00
5.841438364563938230e+06,1.122885162291460671e+06,-1.893296497331089573e+06,1.998795419736765325e+03,7.997472498494951248e+09,6.697493044041845645e-01,9.876475599255087445e+01,2.188210267359425587e-01,-4.696125604035917611e+00
6.163332978564579040e+06,1.270435465348135680e+06,-2.070550473072852939e+06,2.119485797208733857e+03,9.095781211998682022e+09,-1.039776715219380421e+00,1.010421564415185145e+02,-7.231093504786748616e-01,7.631247162335192513e+00
6.089646460180185735e+06,1.249707127789499704e+06,-2.039956765221400652e+06,2.111798540817573667e+03,8.893902451077022552e+09,-4.080867496796307670e-01,9.994209232781034302e+01,-2.294626153599004514e-01,2.740064411089931706e+00
6.062478476359991357e+06,7.245017700758611318e+05,-1.511073695356075186e+06,4.923378815548494458e+02,8.191075026945858002e+09,-5.169584252026064863e-01,1.257821142394494274e+02,-3.412765907152991440e-01,5.297229866736783421e+00
6.094592497013373300e+06,7.367664642788856290e+05,-1.526702436588578625e+06,4.949340706598013639e+02,8.378748212629500389e+09,-3.601796189987199193e-01,1.255587564913215317e+02,-2.783418926345878064e-01,3.776037127423713891e+00
6.091989155141187832e+06,7.450094326443388127e+05,-1.533694973584720865e+06,4.869729231623932719e+02,8.477406564041617393e+09,-5.815976068158525969e-01,1.258589917755007974e+02,-3.910472901302748383e-01,5.934285769986047399e+00
5.911841217151973397e+06,7.265963778425506316e+05,-1.493513161486050114e+06,4.741099273469299078e+02,8.134781104901920319e+09,-2.719473773143399331e-01,1.244912992597430588e+02,-1.629686895033980454e-01,2.632773897748198699e+00
5.459900641588637605e+06,4.947136308767329901e+05,-7.689601392927579582e+01,1.968347564126364887e+03,4.083978993990001678e+09,1.712043452586134151e+01,9.907978437846537645e+01,-4.533240520069965385e+01,1.306910274457117882e-01
5.419797243546171114e+06,4.891747881542864488e+05,-2.080654851523321122e+04,1.957629342439584434e+03,4.017136092280973434e+09,1.703280582352461892e+01,9.867525925369680806e+01,-4.513109132316718330e+01,-1.780807249578225226e+00
